우편번호,우편번호순서,도이름,시군구이름,읍면동이름,리건물이름,동호,전체주소
137926,11,서울특별시,서초구,서초1동,,1641-1~1641-13,서울특별시 서초구 서초1동 1641-1~1641-13
137927,11,서울특별시,서초구,서초3동,,1451,서울특별시 서초구 서초3동 1451
137929,12,서울특별시,서초구,서초4동,서초교대e편한세상아파트,(101~106동),서울특별시 서초구 서초4동 서초교대e편한세상아파트 (101~106동)
137930,2,서울특별시,서초구,반포1동,반포자이아파트,(101~144동),서울특별시 서초구 반포1동 반포자이아파트 (101~144동)
137931,2,서울특별시,서초구,반포1동,삼호가든아파트,(501~503동),서울특별시 서초구 반포1동 삼호가든아파트 (501~503동)
137932,2,서울특별시,서초구,반포1동,삼호가든아파트,(가~마동),서울특별시 서초구 반포1동 삼호가든아파트 (가~마동)
137933,2,서울특별시,서초구,반포1동,삼호가든아파트,(A~F동),서울특별시 서초구 반포1동 삼호가든아파트 (A~F동)
137934,2,서울특별시,서초구,방배3동,대우효령아파트,,서울특별시 서초구 방배3동 대우효령아파트
137935,2,서울특별시,서초구,방배3동,방배래미안타워,,서울특별시 서초구 방배3동 방배래미안타워
137936,2,서울특별시,서초구,방배3동,방배아트힐아파트,,서울특별시 서초구 방배3동 방배아트힐아파트
137937,2,서울특별시,서초구,방배4동,현대아파트,,서울특별시 서초구 방배4동 현대아파트
137938,3,서울특별시,서초구,양재2동,현대기아자동차빌딩,,서울특별시 서초구 양재2동 현대기아자동차빌딩
137939,3,서울특별시,서초구,양재2동,농협전산정보,,서울특별시 서초구 양재2동 농협전산정보
137940,3,서울특별시,서초구,양재2동,삼호물산A빌딩,,서울특별시 서초구 양재2동 삼호물산A빌딩
137941,3,서울특별시,서초구,양재2동,삼호물산B빌딩,,서울특별시 서초구 양재2동 삼호물산B빌딩
137942,3,서울특별시,서초구,양재2동,양재동화훼공판장,,서울특별시 서초구 양재2동 양재동화훼공판장
137943,3,서울특별시,서초구,양재2동,태석빌딩,,서울특별시 서초구 양재2동 태석빌딩
137944,3,서울특별시,서초구,양재2동,트윈타워,(A동),서울특별시 서초구 양재2동 트윈타워 (A동)
137945,3,서울특별시,서초구,양재2동,트윈타워,(B동),서울특별시 서초구 양재2동 트윈타워 (B동)
137947,2,서울특별시,서초구,잠원동,대림아파트,,서울특별시 서초구 잠원동 대림아파트
137948,2,서울특별시,서초구,잠원동,동아아파트,,서울특별시 서초구 잠원동 동아아파트
137949,2,서울특별시,서초구,잠원동,신반포한신아파트,(201~217동),서울특별시 서초구 잠원동 신반포한신아파트 (201~217동)
137950,2,서울특별시,서초구,잠원동,신반포한신아파트,(301~329동),서울특별시 서초구 잠원동 신반포한신아파트 (301~329동)
137951,2,서울특별시,서초구,잠원동,신반포한신아파트,(330~351동),서울특별시 서초구 잠원동 신반포한신아파트 (330~351동)
137952,11,서울특별시,서초구,서초3동,,1500~1507,서울특별시 서초구 서초3동 1500~1507
137953,11,서울특별시,서초구,서초3동,,1600~1602,서울특별시 서초구 서초3동 1600~1602
137955,13,서울특별시,서초구,서초2동,삼성생명서초타워,,서울특별시 서초구 서초2동 삼성생명서초타워
137956,13,서울특별시,서초구,서초2동,삼성물산(주),,서울특별시 서초구 서초2동 삼성물산(주)
137960,3,서울특별시,서초구,반포4동,센트럴시티빌딩,,서울특별시 서초구 반포4동 센트럴시티빌딩
137963,13,서울특별시,서초구,서초3동,서초이오빌,,서울특별시 서초구 서초3동 서초이오빌
137964,13,서울특별시,서초구,서초2동,대한생명보험빌딩,,서울특별시 서초구 서초2동 대한생명보험빌딩
137965,13,서울특별시,서초구,서초2동,삼성전자빌딩,,서울특별시 서초구 서초2동 삼성전자빌딩
137966,17,서울특별시,서초구,반포4동,공정거래위원회,,서울특별시 서초구 반포4동 공정거래위원회
137967,13,서울특별시,서초구,방배2동,구산타워,,서울특별시 서초구 방배2동 구산타워
137970,11,서울특별시,서초구,방배본동,,3270~3300,서울특별시 서초구 방배본동 3270~3300
137973,13,서울특별시,서초구,서초2동,서초타운트라팰리스,,서울특별시 서초구 서초2동 서초타운트라팰리스
137974,11,서울특별시,서초구,방배4동,,2982~3205,서울특별시 서초구 방배4동 2982~3205
138040,1,서울특별시,송파구,풍납동,,,서울특별시 송파구 풍납동
138041,1,서울특별시,송파구,풍납1동,,,서울특별시 송파구 풍납1동
138042,1,서울특별시,송파구,풍납2동,,,서울특별시 송파구 풍납2동
138050,1,서울특별시,송파구,방이동,,,서울특별시 송파구 방이동
138051,1,서울특별시,송파구,방이1동,,,서울특별시 송파구 방이1동
138052,1,서울특별시,송파구,방이2동,,,서울특별시 송파구 방이2동
138110,1,서울특별시,송파구,거여동,,,서울특별시 송파구 거여동
138111,1,서울특별시,송파구,거여1동,,,서울특별시 송파구 거여1동
138112,1,서울특별시,송파구,거여2동,,,서울특별시 송파구 거여2동
138120,1,서울특별시,송파구,마천동,,,서울특별시 송파구 마천동
138121,1,서울특별시,송파구,마천1동,,,서울특별시 송파구 마천1동
138122,1,서울특별시,송파구,마천2동,,,서울특별시 송파구 마천2동
138130,1,서울특별시,송파구,오금동,,,서울특별시 송파구 오금동
138130,17,서울특별시,송파구,오금동,서울송파우체국,,서울특별시 송파구 오금동 서울송파우체국
138730,3,서울특별시,송파구,신천동,수협중앙회,,서울특별시 송파구 신천동 수협중앙회
138731,3,서울특별시,송파구,신천동,월드타워건물,,서울특별시 송파구 신천동 월드타워건물
138732,3,서울특별시,송파구,장지동,아이코리아,,서울특별시 송파구 장지동 아이코리아
138733,3,서울특별시,송파구,신천동,한신코아오피스텔,,서울특별시 송파구 신천동 한신코아오피스텔
138734,3,서울특별시,송파구,신천동,시그마타워,,서울특별시 송파구 신천동 시그마타워
138735,2,서울특별시,송파구,신천동,현대타워,,서울특별시 송파구 신천동 현대타워
138736,3,서울특별시,송파구,풍납2동,서울아산병원,,서울특별시 송파구 풍납2동 서울아산병원
138737,2,서울특별시,송파구,오금동,대림아파트,,서울특별시 송파구 오금동 대림아파트
138738,2,서울특별시,송파구,오금동,상아아파트,,서울특별시 송파구 오금동 상아아파트
138739,2,서울특별시,송파구,오금동,우창아파트,,서울특별시 송파구 오금동 우창아파트
138740,2,서울특별시,송파구,오금동,현대아파트,(21~44동),서울특별시 송파구 오금동 현대아파트 (21~44동)
138741,2,서울특별시,송파구,가락1동,시영아파트,(1~46동),서울특별시 송파구 가락1동 시영아파트 (1~46동)
138742,3,서울특별시,송파구,신천동,서울시교통회관건물,,서울특별시 송파구 신천동 서울시교통회관건물
138743,2,서울특별시,송파구,가락2동,극동아파트,,서울특별시 송파구 가락2동 극동아파트
138744,2,서울특별시,송파구,가락2동,미륭아파트,,서울특별시 송파구 가락2동 미륭아파트
138745,2,서울특별시,송파구,가락2동,삼환아파트,,서울특별시 송파구 가락2동 삼환아파트
138746,2,서울특별시,송파구,가락2동,프라자아파트,,서울특별시 송파구 가락2동 프라자아파트
138747,2,서울특별시,송파구,가락2동,쌍용아파트,,서울특별시 송파구 가락2동 쌍용아파트
138748,2,서울특별시,송파구,가락2동,래미안파크팰리스아파트,(101~114동),서울특별시 송파구 가락2동 래미안파크팰리스아파트 (101~114동)
138749,3,서울특별시,송파구,오륜동,올림픽회관,,서울특별시 송파구 오륜동 올림픽회관
138750,7,서울특별시,송파구,풍납2동,강동세무서,,서울특별시 송파구 풍납2동 강동세무서
138751,2,서울특별시,송파구,가락본동,금호아파트,,서울특별시 송파구 가락본동 금호아파트
138752,2,서울특별시,송파구,가락본동,대림아파트,,서울특별시 송파구 가락본동 대림아파트
138753,2,서울특별시,송파구,가락본동,우성아파트,,서울특별시 송파구 가락본동 우성아파트
138754,2,서울특별시,송파구,가락본동,동부썬빌,,서울특별시 송파구 가락본동 동부썬빌
138755,2,서울특별시,송파구,거여1동,현대아파트,(101~106동),서울특별시 송파구 거여1동 현대아파트 (101~106동)
138756,2,서울특별시,송파구,거여2동,비호아파트,,서울특별시 송파구 거여2동 비호아파트
138756,12,서울특별시,송파구,거여2동,사자아파트,,서울특별시 송파구 거여2동 사자아파트
138757,2,서울특별시,송파구,거여2동,현대아파트,(201~203동),서울특별시 송파구 거여2동 현대아파트 (201~203동)
138758,2,서울특별시,송파구,가락본동,쌍용2차아파트,(101~105동),서울특별시 송파구 가락본동 쌍용2차아파트 (101~105동)
138759,3,서울특별시,송파구,잠실본동,올림피아오피스텔,,서울특별시 송파구 잠실본동 올림피아오피스텔
138760,3,서울특별시,송파구,가락본동,세화오피스텔,,서울특별시 송파구 가락본동 세화오피스텔
138761,2,서울특별시,송파구,장지동,건영아파트,,서울특별시 송파구 장지동 건영아파트
138762,2,서울특별시,송파구,장지동,문정시영아파트,(1~10동),서울특별시 송파구 장지동 문정시영아파트 (1~10동)
138763,5,서울특별시,송파구,오륜동,한국체육대학교,,서울특별시 송파구 오륜동 한국체육대학교
138764,2,서울특별시,송파구,문정1동,삼성래미안아파트,,서울특별시 송파구 문정1동 삼성래미안아파트
138765,2,서울특별시,송파구,문정1동,현대1차아파트,(11~18동),서울특별시 송파구 문정1동 현대1차아파트 (11~18동)
138766,4,서울특별시,송파구,가락본동,한국농어민신문사,,서울특별시 송파구 가락본동 한국농어민신문사
138767,12,서울특별시,송파구,문정2동,훼미리아파트,(220~227동),서울특별시 송파구 문정2동 훼미리아파트 (220~227동)
138767,2,서울특별시,송파구,문정2동,훼미리아파트,(101~112동),서울특별시 송파구 문정2동 훼미리아파트 (101~112동)
138768,2,서울특별시,송파구,문정2동,훼미리아파트,(201~219동),서울특별시 송파구 문정2동 훼미리아파트 (201~219동)
138769,12,서울특별시,송파구,문정2동,훼미리아파트,(228~234동),서울특별시 송파구 문정2동 훼미리아파트 (228~234동)
138769,2,서울특별시,송파구,문정2동,훼미리아파트,(301~310동),서울특별시 송파구 문정2동 훼미리아파트 (301~310동)
138770,2,서울특별시,송파구,잠실본동,우성4차아파트,(101~108동),서울특별시 송파구 잠실본동 우성4차아파트 (101~108동)
138771,2,서울특별시,송파구,방이1동,대림아파트,,서울특별시 송파구 방이1동 대림아파트
138772,2,서울특별시,송파구,방이1동,코오롱아파트,,서울특별시 송파구 방이1동 코오롱아파트
138773,2,서울특별시,송파구,송파1동,한양아파트,(1~7동),서울특별시 송파구 송파1동 한양아파트 (1~7동)
138774,7,서울특별시,송파구,가락본동,한국조세연구원,,서울특별시 송파구 가락본동 한국조세연구원
138775,2,서울특별시,송파구,송파2동,미성아파트,,서울특별시 송파구 송파2동 미성아파트
138776,2,서울특별시,송파구,송파2동,래미안송파파인탑아파트,(101~109동),서울특별시 송파구 송파2동 래미안송파파인탑아파트 (101~109동)
138777,2,서울특별시,송파구,송파2동,삼익아파트,,서울특별시 송파구 송파2동 삼익아파트
138778,2,서울특별시,송파구,송파2동,삼성아파트,,서울특별시 송파구 송파2동 삼성아파트
138779,2,서울특별시,송파구,송파2동,한양2차아파트,(21~31동),서울특별시 송파구 송파2동 한양2차아파트 (21~31동)
138780,2,서울특별시,송파구,풍납1동,동아한가람아파트,,서울특별시 송파구 풍납1동 동아한가람아파트
138781,2,서울특별시,송파구,풍납2동,극동아파트,(1~5동),서울특별시 송파구 풍납2동 극동아파트 (1~5동)
138782,2,서울특별시,송파구,풍납2동,미성아파트,,서울특별시 송파구 풍납2동 미성아파트
138783,2,서울특별시,송파구,풍납2동,우성아파트,,서울특별시 송파구 풍납2동 우성아파트
138784,2,서울특별시,송파구,풍납2동,한강극동아파트,(101~109동),서울특별시 송파구 풍납2동 한강극동아파트 (101~109동)
138785,2,서울특별시,송파구,풍납2동,현대아파트,,서울특별시 송파구 풍납2동 현대아파트
138786,2,서울특별시,송파구,오륜동,올림픽선수촌아파트,(116~136동),서울특별시 송파구 오륜동 올림픽선수촌아파트 (116~136동)
138787,2,서울특별시,송파구,오륜동,올림픽선수촌아파트,(201~215동),서울특별시 송파구 오륜동 올림픽선수촌아파트 (201~215동)
138787,12,서울특별시,송파구,오륜동,올림픽선수촌아파트,(101~115동),서울특별시 송파구 오륜동 올림픽선수촌아파트 (101~115동)
138788,2,서울특별시,송파구,오륜동,올림픽선수촌아파트,(301~328동),서울특별시 송파구 오륜동 올림픽선수촌아파트 (301~328동)
138789,12,서울특별시,송파구,가락본동,가락3차쌍용스윗닷홈아파트,(101~105동),서울특별시 송파구 가락본동 가락3차쌍용스윗닷홈아파트 (101~105동)
138790,2,서울특별시,송파구,잠실3동,레이크팰리스아파트,(101~117동),서울특별시 송파구 잠실3동 레이크팰리스아파트 (101~117동)
138791,3,서울특별시,송파구,잠실3동,갤러리아팰리스,,서울특별시 송파구 잠실3동 갤러리아팰리스
138792,3,서울특별시,송파구,신천동,향군회관건물,,서울특별시 송파구 신천동 향군회관건물
138793,2,서울특별시,송파구,잠실4동,미성아파트,,서울특별시 송파구 잠실4동 미성아파트
138794,12,서울특별시,송파구,신천동,잠실더샵스타파크아파트,(101~103동),서울특별시 송파구 신천동 잠실더샵스타파크아파트 (101~103동)
138795,2,서울특별시,송파구,잠실4동,진주아파트,,서울특별시 송파구 잠실4동 진주아파트
138796,2,서울특별시,송파구,잠실6동,장미아파트,(1~15동),서울특별시 송파구 잠실6동 장미아파트 (1~15동)
138797,2,서울특별시,송파구,잠실7동,아시아선수촌아파트,,서울특별시 송파구 잠실7동 아시아선수촌아파트
138798,2,서울특별시,송파구,잠실7동,우성아파트,(1~29동),서울특별시 송파구 잠실7동 우성아파트 (1~29동)
138799,6,서울특별시,송파구,거여동,사서함,138-1~138-50,서울특별시 송파구 거여동 사서함 138-1~138-50
138800,1,서울특별시,송파구,가락본동,,1~20,서울특별시 송파구 가락본동 1~20
138801,1,서울특별시,송파구,가락본동,,21~49,서울특별시 송파구 가락본동 21~49
138802,11,서울특별시,송파구,가락본동,,159,서울특별시 송파구 가락본동 159
138802,1,서울특별시,송파구,가락본동,,50~74,서울특별시 송파구 가락본동 50~74
138803,1,서울특별시,송파구,가락본동,,75~88,서울특별시 송파구 가락본동 75~88
138804,1,서울특별시,송파구,가락본동,,89~97,서울특별시 송파구 가락본동 89~97
138805,1,서울특별시,송파구,가락본동,,98~99,서울특별시 송파구 가락본동 98~99
138806,1,서울특별시,송파구,가락본동,,100~122,서울특별시 송파구 가락본동 100~122
138807,1,서울특별시,송파구,가락2동,,123~139,서울특별시 송파구 가락2동 123~139
138808,1,서울특별시,송파구,가락2동,,140~150,서울특별시 송파구 가락2동 140~150
138809,1,서울특별시,송파구,가락2동,,151~158,서울특별시 송파구 가락2동 151~158
138809,11,서울특별시,송파구,가락2동,,160,서울특별시 송파구 가락2동 160
138810,1,서울특별시,송파구,가락2동,,161~173,서울특별시 송파구 가락2동 161~173
138811,1,서울특별시,송파구,가락2동,,174~176,서울특별시 송파구 가락2동 174~176
138812,1,서울특별시,송파구,가락2동,,177~199,서울특별시 송파구 가락2동 177~199
138813,1,서울특별시,송파구,거여1동,,1~26,서울특별시 송파구 거여1동 1~26
138813,51,서울특별시,송파구,거여1동,,187-20~187-21,서울특별시 송파구 거여1동 187-20~187-21
138813,11,서울특별시,송파구,거여1동,,46,서울특별시 송파구 거여1동 46
138813,31,서울특별시,송파구,거여1동,,181-132~181-173,서울특별시 송파구 거여1동 181-132~181-173
138813,21,서울특별시,송파구,거여1동,,127~180,서울특별시 송파구 거여1동 127~180
138814,41,서울특별시,송파구,거여2동,,181-1~181-104,서울특별시 송파구 거여2동 181-1~181-104
138814,1,서울특별시,송파구,거여2동,,27~45,서울특별시 송파구 거여2동 27~45
138814,31,서울특별시,송파구,거여2동,,188~199,서울특별시 송파구 거여2동 188~199
138814,21,서울특별시,송파구,거여2동,,182~186,서울특별시 송파구 거여2동 182~186
138814,101,서울특별시,송파구,거여2동,,187-22~187-56,서울특별시 송파구 거여2동 187-22~187-56
138814,91,서울특별시,송파구,거여2동,,187-1~187-19,서울특별시 송파구 거여2동 187-1~187-19
138814,51,서울특별시,송파구,거여2동,,181-177~181-732,서울특별시 송파구 거여2동 181-177~181-732
138814,111,서울특별시,송파구,거여2동,,47~126,서울특별시 송파구 거여2동 47~126
138815,21,서울특별시,송파구,거여2동,,333~341,서울특별시 송파구 거여2동 333~341
138815,41,서울특별시,송파구,거여2동,,347~348,서울특별시 송파구 거여2동 347~348
138815,71,서울특별시,송파구,거여2동,,404~551,서울특별시 송파구 거여2동 404~551
138815,101,서울특별시,송파구,거여2동,,349-2,서울특별시 송파구 거여2동 349-2
138815,31,서울특별시,송파구,거여2동,,344~345,서울특별시 송파구 거여2동 344~345
138815,11,서울특별시,송파구,거여2동,,296~328,서울특별시 송파구 거여2동 296~328
138815,91,서울특별시,송파구,거여2동,,349-12,서울특별시 송파구 거여2동 349-12
138815,51,서울특별시,송파구,거여2동,,377,서울특별시 송파구 거여2동 377
138815,61,서울특별시,송파구,거여2동,,380~382,서울특별시 송파구 거여2동 380~382
138815,131,서울특별시,송파구,거여2동,,594~597,서울특별시 송파구 거여2동 594~597
138815,121,서울특별시,송파구,거여2동,,565~592,서울특별시 송파구 거여2동 565~592
138815,111,서울특별시,송파구,거여2동,,200~288,서울특별시 송파구 거여2동 200~288
138816,111,서울특별시,송파구,거여1동,,289,서울특별시 송파구 거여1동 289
138816,121,서울특별시,송파구,거여1동,,593,서울특별시 송파구 거여1동 593
138816,81,서울특별시,송파구,거여1동,,349-1,서울특별시 송파구 거여1동 349-1
138816,91,서울특별시,송파구,거여1동,,349-13~349-16,서울특별시 송파구 거여1동 349-13~349-16
138816,101,서울특별시,송파구,거여1동,,349-6,서울특별시 송파구 거여1동 349-6
138816,31,서울특별시,송파구,거여1동,,346,서울특별시 송파구 거여1동 346
138816,21,서울특별시,송파구,거여1동,,342~343,서울특별시 송파구 거여1동 342~343
138816,11,서울특별시,송파구,거여1동,,331~332,서울특별시 송파구 거여1동 331~332
138816,1,서울특별시,송파구,거여1동,,329,서울특별시 송파구 거여1동 329
138816,71,서울특별시,송파구,거여1동,,552~564,서울특별시 송파구 거여1동 552~564
138816,61,서울특별시,송파구,거여1동,,383~403,서울특별시 송파구 거여1동 383~403
138816,51,서울특별시,송파구,거여1동,,378~379,서울특별시 송파구 거여1동 378~379
138816,41,서울특별시,송파구,거여1동,,350~376,서울특별시 송파구 거여1동 350~376
138817,1,서울특별시,송파구,마천2동,,1~32,서울특별시 송파구 마천2동 1~32
138818,11,서울특별시,송파구,마천2동,,573~580,서울특별시 송파구 마천2동 573~580
138818,1,서울특별시,송파구,마천2동,,33~126,서울특별시 송파구 마천2동 33~126
138819,61,서울특별시,송파구,마천2동,,128-113,서울특별시 송파구 마천2동 128-113
138819,91,서울특별시,송파구,마천2동,,128-56~128-66,서울특별시 송파구 마천2동 128-56~128-66
138819,151,서울특별시,송파구,마천2동,,200-62,서울특별시 송파구 마천2동 200-62
138819,141,서울특별시,송파구,마천2동,,200-42,서울특별시 송파구 마천2동 200-42
138819,161,서울특별시,송파구,마천2동,,200-68~200-76,서울특별시 송파구 마천2동 200-68~200-76
138819,1,서울특별시,송파구,마천2동,,191~199,서울특별시 송파구 마천2동 191~199
138819,101,서울특별시,송파구,마천2동,,190-1~190-3,서울특별시 송파구 마천2동 190-1~190-3
138819,111,서울특별시,송파구,마천2동,,190-31~190-36,서울특별시 송파구 마천2동 190-31~190-36
138819,121,서울특별시,송파구,마천2동,,190-42~190-45,서울특별시 송파구 마천2동 190-42~190-45
138819,51,서울특별시,송파구,마천2동,,129~177,서울특별시 송파구 마천2동 129~177
138819,81,서울특별시,송파구,마천2동,,128-44~128-54,서울특별시 송파구 마천2동 128-44~128-54
138819,131,서울특별시,송파구,마천2동,,200-1~200-17,서울특별시 송파구 마천2동 200-1~200-17
138819,31,서울특별시,송파구,마천2동,,336~353,서울특별시 송파구 마천2동 336~353
138819,21,서울특별시,송파구,마천2동,,229~253,서울특별시 송파구 마천2동 229~253
138819,11,서울특별시,송파구,마천2동,,203,서울특별시 송파구 마천2동 203
138819,71,서울특별시,송파구,마천2동,,128-16~128-20,서울특별시 송파구 마천2동 128-16~128-20
138819,41,서울특별시,송파구,마천2동,,127,서울특별시 송파구 마천2동 127
138820,161,서울특별시,송파구,마천1동,,200-34,서울특별시 송파구 마천1동 200-34
138820,171,서울특별시,송파구,마천1동,,200-37~200-38,서울특별시 송파구 마천1동 200-37~200-38
138820,191,서울특별시,송파구,마천1동,,200-49,서울특별시 송파구 마천1동 200-49
138820,1,서울특별시,송파구,마천1동,,201~202,서울특별시 송파구 마천1동 201~202
138820,21,서울특별시,송파구,마천1동,,254~300,서울특별시 송파구 마천1동 254~300
138820,111,서울특별시,송파구,마천1동,,190-37~190-40,서울특별시 송파구 마천1동 190-37~190-40
138820,101,서울특별시,송파구,마천1동,,190-27,서울특별시 송파구 마천1동 190-27
138820,91,서울특별시,송파구,마천1동,,190-19~190-23,서울특별시 송파구 마천1동 190-19~190-23
138820,31,서울특별시,송파구,마천1동,,178~189,서울특별시 송파구 마천1동 178~189
138820,81,서울특별시,송파구,마천1동,,128-67~128-112,서울특별시 송파구 마천1동 128-67~128-112
138820,61,서울특별시,송파구,마천1동,,128-21~128-43,서울특별시 송파구 마천1동 128-21~128-43
138820,71,서울특별시,송파구,마천1동,,128-55,서울특별시 송파구 마천1동 128-55
138820,41,서울특별시,송파구,마천1동,,128-1~128-15,서울특별시 송파구 마천1동 128-1~128-15
138820,51,서울특별시,송파구,마천1동,,128-114~128-134,서울특별시 송파구 마천1동 128-114~128-134
138820,141,서울특별시,송파구,마천1동,,190-9,서울특별시 송파구 마천1동 190-9
138820,131,서울특별시,송파구,마천1동,,190-52,서울특별시 송파구 마천1동 190-52
138820,121,서울특별시,송파구,마천1동,,190-48,서울특별시 송파구 마천1동 190-48
138820,201,서울특별시,송파구,마천1동,,200-77~200-83,서울특별시 송파구 마천1동 200-77~200-83
138820,11,서울특별시,송파구,마천1동,,204~228,서울특별시 송파구 마천1동 204~228
138820,181,서울특별시,송파구,마천1동,,200-43,서울특별시 송파구 마천1동 200-43
138820,151,서울특별시,송파구,마천1동,,200-18~200-27,서울특별시 송파구 마천1동 200-18~200-27
138821,11,서울특별시,송파구,마천1동,,354~360,서울특별시 송파구 마천1동 354~360
138821,1,서울특별시,송파구,마천1동,,301~335,서울특별시 송파구 마천1동 301~335
138822,1,서울특별시,송파구,마천1동,,361~572,서울특별시 송파구 마천1동 361~572
138823,1,서울특별시,송파구,문정1동,,1~2,서울특별시 송파구 문정1동 1~2
138824,1,서울특별시,송파구,문정1동,,3~23,서울특별시 송파구 문정1동 3~23
138825,1,서울특별시,송파구,문정1동,,24~51,서울특별시 송파구 문정1동 24~51
138826,1,서울특별시,송파구,문정1동,,52~70,서울특별시 송파구 문정1동 52~70
138827,1,서울특별시,송파구,방이2동,,22~44,서울특별시 송파구 방이2동 22~44
138828,1,서울특별시,송파구,방이2동,,45~66,서울특별시 송파구 방이2동 45~66
138829,1,서울특별시,송파구,방이2동,,67~106,서울특별시 송파구 방이2동 67~106
138830,1,서울특별시,송파구,방이2동,,107~124,서울특별시 송파구 방이2동 107~124
138830,11,서울특별시,송파구,방이2동,,136~137,서울특별시 송파구 방이2동 136~137
138830,31,서울특별시,송파구,방이2동,,168~180,서울특별시 송파구 방이2동 168~180
138830,21,서울특별시,송파구,방이2동,,157~159,서울특별시 송파구 방이2동 157~159
138831,1,서울특별시,송파구,방이1동,,125~135,서울특별시 송파구 방이1동 125~135
138832,1,서울특별시,송파구,방이2동,,138~156,서울특별시 송파구 방이2동 138~156
138833,1,서울특별시,송파구,방이1동,,160~167,서울특별시 송파구 방이1동 160~167
138834,1,서울특별시,송파구,방이1동,,181~200,서울특별시 송파구 방이1동 181~200
138835,1,서울특별시,송파구,방이1동,,201~214,서울특별시 송파구 방이1동 201~214
138836,1,서울특별시,송파구,방이1동,,215~227,서울특별시 송파구 방이1동 215~227
138837,1,서울특별시,송파구,삼전동,,1~31,서울특별시 송파구 삼전동 1~31
138838,1,서울특별시,송파구,삼전동,,32~73,서울특별시 송파구 삼전동 32~73
138839,1,서울특별시,송파구,삼전동,,74~103,서울특별시 송파구 삼전동 74~103
138840,1,서울특별시,송파구,삼전동,,104~133,서울특별시 송파구 삼전동 104~133
138841,1,서울특별시,송파구,삼전동,,163~182,서울특별시 송파구 삼전동 163~182
138842,1,서울특별시,송파구,석촌동,,1~59,서울특별시 송파구 석촌동 1~59
138843,1,서울특별시,송파구,석촌동,,60~156,서울특별시 송파구 석촌동 60~156
138844,1,서울특별시,송파구,석촌동,,157~184,서울특별시 송파구 석촌동 157~184
138845,1,서울특별시,송파구,석촌동,,210~252,서울특별시 송파구 석촌동 210~252
138846,1,서울특별시,송파구,석촌동,,253~279,서울특별시 송파구 석촌동 253~279
138847,1,서울특별시,송파구,석촌동,,280~297,서울특별시 송파구 석촌동 280~297
138848,1,서울특별시,송파구,송파1동,,1~28,서울특별시 송파구 송파1동 1~28
138849,1,서울특별시,송파구,송파1동,,29~83,서울특별시 송파구 송파1동 29~83
138850,11,서울특별시,송파구,송파1동,,104~107,서울특별시 송파구 송파1동 104~107
138850,1,서울특별시,송파구,송파1동,,84~96,서울특별시 송파구 송파1동 84~96
138851,1,서울특별시,송파구,송파1동,,108~134,서울특별시 송파구 송파1동 108~134
138852,1,서울특별시,송파구,송파1동,,135~145,서울특별시 송파구 송파1동 135~145
138853,1,서울특별시,송파구,송파2동,,151~167,서울특별시 송파구 송파2동 151~167
138854,1,서울특별시,송파구,송파2동,,97~103,서울특별시 송파구 송파2동 97~103
138854,21,서울특별시,송파구,송파2동,,168~195,서울특별시 송파구 송파2동 168~195
138854,11,서울특별시,송파구,송파2동,,146~150,서울특별시 송파구 송파2동 146~150
138855,1,서울특별시,송파구,오금동,,1~39,서울특별시 송파구 오금동 1~39
138856,1,서울특별시,송파구,오금동,,40~44,서울특별시 송파구 오금동 40~44
138857,1,서울특별시,송파구,오금동,,45~73,서울특별시 송파구 오금동 45~73
138858,1,서울특별시,송파구,오금동,,74~125,서울특별시 송파구 오금동 74~125
138859,1,서울특별시,송파구,오금동,,126~153,서울특별시 송파구 오금동 126~153
138860,1,서울특별시,송파구,오금동,,154~166,서울특별시 송파구 오금동 154~166
138861,1,서울특별시,송파구,잠실본동,,175~190,서울특별시 송파구 잠실본동 175~190
138862,1,서울특별시,송파구,잠실본동,,191~210,서울특별시 송파구 잠실본동 191~210
138863,1,서울특별시,송파구,잠실본동,,211~231,서울특별시 송파구 잠실본동 211~231
138864,1,서울특별시,송파구,잠실본동,,232~252,서울특별시 송파구 잠실본동 232~252
138865,1,서울특별시,송파구,잠실본동,,294~312,서울특별시 송파구 잠실본동 294~312
138866,1,서울특별시,송파구,잠실본동,,313~319,서울특별시 송파구 잠실본동 313~319
138867,1,서울특별시,송파구,잠실본동,,320~341,서울특별시 송파구 잠실본동 320~341
138868,1,서울특별시,송파구,장지동,,71~85,서울특별시 송파구 장지동 71~85
138869,1,서울특별시,송파구,장지동,,86~102,서울특별시 송파구 장지동 86~102
138870,1,서울특별시,송파구,장지동,,103~149,서울특별시 송파구 장지동 103~149
138871,1,서울특별시,송파구,장지동,,200~800,서울특별시 송파구 장지동 200~800
138872,1,서울특별시,송파구,풍납1동,,71~148,서울특별시 송파구 풍납1동 71~148
138873,211,서울특별시,송파구,풍납1동,,214-14~214-19,서울특별시 송파구 풍납1동 214-14~214-19
138873,241,서울특별시,송파구,풍납1동,,220-11~220-15,서울특별시 송파구 풍납1동 220-11~220-15
138873,231,서울특별시,송파구,풍납1동,,220-1~220-7,서울특별시 송파구 풍납1동 220-1~220-7
138873,271,서울특별시,송파구,풍납1동,,221-25,서울특별시 송파구 풍납1동 221-25
138873,41,서울특별시,송파구,풍납1동,,473~500,서울특별시 송파구 풍납1동 473~500
138873,301,서울특별시,송파구,풍납1동,,222-15~222-94,서울특별시 송파구 풍납1동 222-15~222-94
